Name,Team,position,ovr rating,age,college,awareness rating,throw power rating,kick return rating,lead block rating,strength rating,b c vision rating,catch in traffic rating,play action rating,pursuit rating,medium route running rating,catching rating,acceleration rating,spin move rating,height,finesse moves rating,spectacular catch rating,run block rating,tackle rating,injury rating,zone coverage rating,weight,plyr birthdate,deep route running rating,years pro,total salary,trucking rating,throw accuracy short rating,juke move rating,play recognition rating,short route running rating,jersey num,break sack rating,speed rating,run block power rating,jumping rating,toughness rating,throw on the run rating,man coverage rating,stiff arm rating,power moves rating,iteration,release rating,hit power rating,throw accuracy mid rating,kick accuracy rating,pass block power rating,impact blocking rating,portrait id,stamina rating,carrying rating,break tackle rating,kick power rating,plyr handedness,throw under pressure rating,signing bonus,pass block rating,press rating,throw accuracy deep rating,block shedding rating,run block finesse rating,agility rating,elusiveness rating,pass block finesse rating,,primary key,encrypted id
George Kittle,SF,TE,90,25,Iowa,90,30,10,61,80,83,82,10,36,78,91,89,62,76,18,85,78,34,88,24,247,10/9/1993,73,2,2420000,78,20,77,35,81,85,18,88,76,91,95,10,15,75,20,1,79,38,15,22,55,74,8622,89,79,73,19,Right,14,280000,57,20,10,31,71,84,69,51,,12836,v5j35ptummeufd69ris0ms8p5k
Aaron Rodgers,GB,QB,90,35,California,91,94,10,10,58,78,15,89,24,14,47,82,55,74,10,15,18,19,90,19,225,12/2/1983,12,14,115500000,30,96,53,25,15,12,88,78,18,70,98,92,13,20,10,1,15,12,87,18,12,18,6299,98,63,66,15,Right,87,60500000,12,10,91,19,18,82,65,12,,26668,4cvq794unrjij8oq3j7ra0rm18
Joe Staley,SF,LT,90,35,Central Michigan,91,18,10,88,92,10,40,6,31,34,62,82,10,77,10,30,94,25,90,12,295,8/30/1984,26,12,26100000,10,6,10,10,44,74,12,74,95,78,86,6,12,10,10,1,47,15,6,22,84,88,2837,94,61,15,20,Right,15,9950000,89,10,6,25,92,74,25,90,,27965,11gc5659ioiipamch9oef3bsbc
Keenan Allen,LAC,WR,89,27,California,93,35,75,45,69,95,95,15,35,89,95,91,81,74,10,90,59,34,83,26,211,4/27/1992,85,6,40160000,71,31,88,26,91,13,22,87,25,91,83,25,15,74,10,1,95,15,25,20,39,65,5654,94,79,81,22,Right,20,10670000,45,10,15,35,19,92,77,34,,505,prhn3hscftcbs6e5f356v796s0
Kevin Byard,TEN,FS,89,26,Mid Tenn St.,89,44,55,15,73,64,47,17,88,12,79,87,60,71,53,68,16,75,90,93,212,8/17/1993,10,3,3890000,50,31,72,85,22,31,10,89,34,88,86,18,78,48,47,1,22,79,26,19,34,60,7928,90,78,55,20,Left,26,900000,12,66,36,66,33,89,70,33,,17752,00hjs25hh448vqlhb3lnbl3log
Amari Cooper,DAL,WR,89,25,Alabama,91,45,77,35,68,90,87,6,39,90,91,90,87,73,10,89,53,25,84,25,210,6/17/1994,88,4,14624000,64,25,92,20,89,19,28,92,36,89,82,15,15,71,10,1,90,15,15,21,20,54,7060,91,72,87,25,Right,20,0,35,18,10,35,33,96,91,20,,2435,3ms1s6pnrsopt4cdt4hf5o5aag
Julian Edelman,NE,WR,89,33,Kent State,96,70,87,20,68,94,87,57,58,91,88,91,79,70,20,88,58,41,88,48,200,5/22/1986,83,10,6000000,63,55,91,26,97,11,63,86,40,84,85,78,43,75,20,1,86,20,53,17,10,40,1022,95,76,85,18,Right,54,13910000,30,40,50,45,37,91,89,14,,28821,dq50i4dfuk43fqbops1lg2a1ck
Devonta Freeman,ATL,HB,89,27,Florida State,88,25,76,37,76,88,70,15,35,59,73,91,87,68,10,76,55,25,86,15,206,3/15/1992,51,5,28050000,85,35,94,20,66,24,25,92,35,87,81,15,15,74,10,1,69,12,30,10,31,35,6422,93,85,85,10,Right,22,15120000,48,20,20,26,35,94,88,25,,10862,t078pfen8b6rnmb1ei15f3vak0
Kyle Fuller,CHI,CB,89,27,Virginia Tech,95,36,50,12,62,65,65,6,65,11,71,92,65,71,68,64,35,59,89,95,190,2/16/1992,4,5,36000000,36,6,66,84,21,23,10,92,35,91,87,6,85,40,54,1,40,80,6,19,35,52,6423,94,66,45,19,Right,10,20000000,35,84,6,47,35,90,55,35,,10863,tdn2fvrj49pj8harculmj76hdc
Brandon Graham,PHI,RE,89,31,Michigan,91,12,10,23,86,52,15,6,91,8,26,85,34,74,85,20,45,91,93,29,265,4/3/1988,4,9,15000000,37,6,47,91,15,55,12,78,45,77,79,6,22,48,91,1,25,88,6,12,45,93,1280,84,22,26,14,Right,14,18260000,45,20,6,87,45,82,36,45,,9837,25bv5bukn8aonmfdjduagp1hrg
Casey Hayward Jr,LAC,CB,89,29,Vanderbilt,90,30,35,13,69,73,59,6,70,12,78,91,66,71,44,65,35,61,87,90,192,9/9/1989,10,8,30500000,25,6,73,89,15,26,17,89,35,86,64,6,92,41,37,1,12,51,6,24,35,53,5224,95,55,60,22,Right,18,8830000,35,90,6,55,35,92,67,35,,11577,a7qtpfi18bkrfqvlfuogg9luec
Lane Johnson,PHI,RT,89,29,Oklahoma,93,65,10,90,88,60,65,39,55,33,62,87,50,78,60,64,89,60,92,20,317,5/8/1990,25,6,17950000,65,59,54,29,43,65,34,80,89,83,89,52,12,55,53,1,45,60,54,22,91,91,5902,90,67,30,25,Right,32,17490000,89,10,50,56,88,77,40,89,,927,u581i1p1u4odv4uiitg846o6q4
Chris Jones,KC,DT,89,25,Mississippi St.,95,23,9,19,91,27,14,6,89,6,29,85,21,78,83,16,44,86,90,29,310,7/3/1994,3,3,3280000,33,6,31,92,13,95,12,71,46,72,86,6,23,29,92,1,15,81,6,17,44,89,8082,81,29,10,17,Right,16,2950000,44,13,6,83,45,74,18,45,,17676,9m7mh8ddcgkkdr7iuuim7ahi70
Darius Slay Jr,DET,CB,89,28,Mississippi St.,93,36,72,16,59,81,55,6,78,30,73,92,81,72,49,65,35,63,92,93,190,1/1/1991,23,6,34810000,39,6,84,84,40,23,17,93,35,88,67,6,87,43,40,1,40,74,6,21,35,56,6273,94,64,72,25,Right,12,15950000,35,86,6,57,35,92,80,35,,1426,248iohkbkam15580ufo1g9c4ho
DeMarcus Lawrence,DAL,LE,89,27,Boise State,94,25,10,13,86,31,24,6,88,8,33,88,32,75,95,25,45,82,85,50,265,4/28/1992,4,5,58000000,44,6,35,89,15,90,12,80,45,83,97,6,39,38,89,1,20,84,6,19,45,83,6487,86,42,10,19,Right,14,47000000,45,44,6,88,45,82,20,45,,11079,tltgetn1s3hhba836a8n2hbvnp6lr23h9ltp6qa9t0vu6675dkc0
Alex Mack,ATL,C,89,33,California,95,17,10,91,92,55,15,6,32,5,29,79,25,76,10,15,93,26,98,12,311,11/19/1985,5,10,32500000,50,6,25,21,15,51,12,63,91,70,88,6,7,52,10,1,15,20,6,16,82,94,1950,90,55,8,19,Right,10,12500000,81,10,6,26,94,69,15,80,,20067,isbs5lggoreiojjuil0re58640
Devin McCourty,NE,FS,89,32,Rutgers,88,30,74,22,62,65,45,6,86,13,81,90,75,70,45,61,35,74,95,92,195,8/13/1987,10,9,28760000,28,6,77,90,15,32,14,90,35,92,77,6,85,25,35,1,12,67,6,24,35,67,2043,97,50,62,22,Right,23,18760000,35,85,6,64,35,90,74,35,,9925,5kut7ae9u8colvt11nvscffqjc
Greg Olsen,CAR,TE,89,34,Miami,94,20,6,48,70,79,93,6,45,82,93,86,55,77,20,91,52,40,86,15,255,3/11/1985,76,12,11520000,67,15,75,20,84,88,12,84,51,88,84,10,12,66,20,1,88,20,10,22,65,66,2300,98,73,69,26,Right,15,15340000,66,15,6,53,46,82,66,59,,27929,oiacm0ds2e8agkdmn36fd2h9k0
Matt Ryan,ATL,QB,89,34,Boston College,90,88,10,20,63,53,10,92,30,13,32,80,32,76,10,12,15,30,98,20,217,5/17/1985,10,11,104000000,30,95,65,15,16,2,65,72,30,55,94,90,15,45,10,1,12,12,92,25,25,30,6301,92,64,54,25,Right,94,67650000,15,10,88,25,20,69,58,15,,28325,u85k79ij5hjnum3f91s0h4t7uk
Kevin Zeitler,NYG,RG,89,29,Wisconsin,81,12,10,88,91,10,15,6,21,5,15,78,10,76,10,15,75,25,91,15,315,3/8/1990,5,7,28500000,20,6,10,13,15,70,12,59,79,79,96,6,13,10,10,1,15,20,6,16,93,88,5582,88,40,6,18,Right,14,3500000,92,10,6,15,73,60,11,91,,11489,27ljltbfmqa5k133hgu5oc6008
Terron Armstead,NO,LT,88,28,Arkansas P.B.,92,30,10,90,89,30,69,6,24,34,65,86,25,77,10,55,86,37,82,20,304,7/23/1991,26,6,46130000,35,6,35,17,44,72,12,81,85,84,86,6,15,33,10,1,45,20,6,25,85,85,5661,92,62,15,25,Right,16,20700000,91,10,6,25,88,70,25,92,,964,jmqd02pj7fcag1fblh9ac5ol2c
Joey Bosa,LAC,LE,88,24,Ohio State,93,28,9,20,87,39,26,6,83,6,47,87,28,77,97,29,45,79,89,35,280,7/11/1995,3,3,23220000,36,6,33,91,13,97,12,80,44,78,85,6,24,43,89,1,17,81,6,19,45,90,7902,84,43,22,26,Right,14,17000000,45,22,6,71,45,87,32,44,,17537,nv6d3g3c34rirvv5i86ukg0hks
A.J. Bouye,JAX,CB,88,28,UCF,91,27,65,14,66,74,54,6,78,10,71,94,74,72,40,62,35,58,83,89,191,8/16/1991,10,6,57500000,35,6,77,90,20,21,17,89,35,91,72,6,86,39,37,1,25,48,6,11,35,54,6917,91,65,57,10,Right,10,10000000,35,92,6,58,35,91,67,35,,14134,6f638q2emru7s5hei4ie4ka310
Demar Dotson,TB,RT,88,33,Southern Miss,91,22,10,88,86,10,10,6,35,5,25,67,10,81,40,12,74,55,84,12,315,10/11/1985,5,10,9430000,20,6,10,30,10,69,12,57,75,50,80,6,10,10,60,1,12,39,6,15,93,84,980,83,35,5,15,Right,13,220000,91,10,6,50,70,58,10,90,,28843,0io7tapgksbdkeihjqjt29jl5s
Tyler Eifert,CIN,TE,88,28,Notre Dame,84,40,10,50,71,84,88,6,39,79,87,87,66,78,30,89,73,35,76,27,255,9/8/1990,75,6,1830000,75,15,70,22,82,85,17,83,72,91,83,10,11,68,20,1,81,25,10,21,65,65,5786,95,78,71,22,Right,15,1200000,66,25,6,50,64,83,57,59,,849,gopmthpbh3v1tfmf8vf8a5ji40
Melvin Ingram III,LAC,RE,88,30,South Carolina,91,31,10,17,83,51,45,6,87,3,64,87,39,74,94,35,45,83,88,49,247,4/26/1989,2,7,53500000,55,6,46,89,10,54,12,81,45,85,84,6,47,29,81,1,12,82,6,17,45,87,5255,87,59,33,15,Right,17,10520000,45,10,6,80,45,85,43,45,,11291,8advj77878tpfi7lig31eh0j8g
Ali Marpet,TB,LG,88,26,Hobart,89,30,10,83,88,10,15,6,25,5,45,83,10,76,10,15,88,37,90,15,307,4/17/1993,5,4,52010000,20,6,10,15,15,74,12,73,90,80,82,6,12,30,10,1,15,20,6,25,89,87,7223,82,45,6,25,Right,12,2330000,88,10,6,20,87,75,12,83,,2510,3ghr0hgut1kq03hvspsd3dbo4k
Shaq Mason,NE,RG,88,26,Georgia Tech,89,30,10,89,87,10,15,6,30,5,40,82,10,73,10,15,89,39,91,15,310,8/28/1993,5,4,34910000,25,6,10,15,15,69,12,73,92,82,81,6,12,30,10,1,15,24,6,25,87,88,7225,82,45,5,25,Right,13,12110000,84,10,6,20,85,66,10,82,,2523,2hp6flhdtm54mgnpd0pn7ltenc
Joe Mixon,CIN,HB,88,23,Oklahoma,89,38,80,45,75,90,71,28,38,58,71,93,82,73,14,75,57,37,93,20,218,7/24/1996,52,2,3350000,76,36,91,15,65,28,22,91,36,84,84,36,10,84,11,1,52,38,32,16,31,43,9241,94,92,86,24,Right,17,2120000,43,12,28,34,35,92,84,26,,12625,fmmgkofpph1l7e38e2cdhufmlk
Keanu Neal,ATL,SS,88,24,Florida,84,34,76,25,76,59,43,6,91,34,70,88,63,73,55,60,20,76,90,86,216,7/26/1995,29,3,11210000,48,15,66,89,44,22,16,87,33,89,93,6,78,56,47,1,42,96,15,18,34,70,8160,91,65,46,21,Right,15,6000000,25,81,15,64,33,87,61,33,,17683,lo82vhkp676q41j5o6856rp3c8
Matt Paradis,CAR,C,88,29,Boise State,94,22,10,85,90,10,10,6,29,5,25,81,10,75,15,12,82,35,85,15,300,10/12/1989,5,5,16770000,20,6,10,20,10,61,12,60,81,66,88,6,13,10,20,1,12,20,6,20,84,88,6545,80,22,9,20,Right,13,6400000,86,10,6,40,85,71,15,89,,2017,pr82pm05nj7utqe779rvg73s6g
Jordan Reed,WAS,TE,88,29,Florida,87,59,10,45,66,91,87,35,42,80,94,87,78,74,10,88,59,45,80,17,246,7/3/1990,74,6,39320000,70,55,84,16,83,86,46,84,50,85,72,38,15,65,10,1,80,12,46,15,56,60,6035,90,76,78,25,Right,39,9140000,57,10,42,40,58,87,77,50,,911,vi772aqhvrbne7revf5hf6pbmc
Emmanuel Sanders,DEN,WR,88,32,SMU,93,35,83,20,43,90,88,6,35,89,92,92,86,71,10,90,57,25,87,25,180,3/17/1987,89,9,27550000,30,15,89,20,91,10,22,89,36,92,78,10,13,35,10,1,84,12,10,30,10,40,2632,95,69,84,30,Right,22,12060000,26,18,6,35,33,93,88,11,,9773,7uvffl8smoe8kaaag0kqonjhf4
JuJu Smith-Schuster,PIT,WR,88,22,USC,95,34,77,46,76,87,93,18,40,86,94,92,71,73,10,93,51,34,90,18,215,11/22/1996,85,2,3020000,75,24,79,15,84,19,22,91,37,93,95,28,19,87,10,1,87,29,18,17,34,66,8729,94,78,80,24,Right,21,1160000,46,15,14,28,35,88,74,30,,12571,b9e1vmjsjab6bue3os4d5gmhgg
Telvin Smith,JAX,ROLB,88,28,Florida State,91,25,15,27,64,58,60,6,94,12,73,89,52,75,58,62,45,88,90,78,215,4/11/1991,7,5,33690000,56,6,62,86,22,50,12,87,45,78,74,6,73,45,49,1,12,86,6,20,45,87,6591,87,64,31,20,Right,15,12100000,45,57,6,87,45,88,46,45,,2064,af5nebl944b6a7njpqlhkl4r20
Desmond Trufant,ATL,CB,88,28,Washington,87,22,50,17,62,74,50,6,77,20,68,93,69,72,40,60,35,71,95,88,190,9/10/1990,13,6,54780000,15,6,77,84,30,21,13,92,35,92,65,6,88,25,30,1,15,42,6,25,35,57,6279,93,54,63,25,Right,10,22000000,35,89,6,55,35,96,73,35,,1383,9f06d4fe2fg02m0op9699ea25c
Denzel Ward,CLE,CB,88,22,Ohio State,83,31,67,17,61,66,48,6,72,26,67,95,66,71,33,63,35,50,88,84,190,4/28/1997,20,1,9880000,19,15,80,81,30,21,18,95,35,92,86,6,90,28,26,1,26,69,10,13,35,51,9100,96,66,60,18,Right,15,19280000,35,89,8,50,35,95,74,35,,13101,acugjae4h3kvfcr770uc5lo55c
Adrian Amos Jr,GB,SS,87,26,Penn State,85,30,35,18,72,59,52,15,89,10,63,92,55,72,47,60,35,73,92,89,214,4/29/1993,10,4,24000000,40,15,64,87,20,31,15,93,35,86,66,15,80,44,42,1,15,85,10,25,35,63,6996,88,65,39,25,Right,17,12000000,35,78,10,66,35,85,54,35,,2599,n8eic20dj4ahadrh7n8bk7jpn0
Joel Bitonio,CLE,LG,87,27,Nevada,86,16,10,80,86,25,15,6,19,5,28,85,10,76,10,15,80,21,92,20,305,10/11/1991,5,5,53660000,28,6,10,28,15,75,12,73,77,79,91,6,12,10,10,1,15,25,6,21,90,85,6346,88,40,12,24,Right,16,570000,91,10,6,10,82,74,19,88,,10831,odloqsrieb34uv4cbnjm0bc32k
DeForest Buckner,SF,DT,87,25,Oregon,91,22,11,38,86,38,18,6,87,6,40,83,23,79,91,21,45,86,91,42,300,3/17/1994,3,3,19140000,45,6,28,88,14,99,12,73,44,80,88,6,33,33,81,1,17,87,6,19,46,88,7920,92,44,13,20,Right,17,11440000,46,22,6,84,45,84,28,44,,17542,nel7rbdfncvr3i5ied5fguv87p6lr23h9ltp6qa9t0vu6675dkc0
Trey Burton,CHI,TE,87,27,Florida,84,68,55,61,64,77,80,35,51,77,88,88,81,75,10,82,77,46,95,26,235,10/29/1991,72,5,24200000,57,54,84,26,80,80,53,86,75,81,87,49,21,60,10,1,73,12,51,24,62,67,6371,90,72,81,25,Right,55,8190000,63,10,39,39,76,88,79,60,,2325,l103ribpik8ajhchfde8jctm0s
Chris Carson,SEA,HB,87,24,Oklahoma St.,93,26,62,48,82,90,58,12,28,53,64,89,79,71,12,53,36,30,84,19,222,9/16/1994,45,2,2420000,87,20,82,18,59,32,19,88,25,92,78,14,14,90,11,1,39,36,18,20,35,46,8502,87,90,92,21,Right,17,40000,56,16,15,26,21,83,77,30,,12871,gp9jm0ado89a2ksra15t5r00tg
Jared Cook,NO,TE,87,32,South Carolina,92,25,11,48,71,82,84,6,35,79,89,90,79,77,10,86,52,44,84,24,254,4/7/1987,73,10,7500000,68,15,78,21,82,87,12,85,48,91,77,10,10,81,10,1,78,12,10,19,56,63,806,91,73,74,15,Right,15,5500000,59,10,6,43,51,80,72,58,,20090,nduf84srl3rulm8vgbqu0138sk
Brandin Cooks,LAR,WR,87,25,Oregon State,90,34,82,20,54,92,86,6,34,87,93,92,74,70,10,87,50,25,92,25,183,9/25/1993,88,5,65460000,41,15,78,24,90,12,22,95,37,86,74,10,18,44,10,1,81,15,10,20,20,40,6386,93,74,74,21,Right,20,24000000,32,10,6,32,31,95,84,19,,10847,8a5lolfb3fhav0phubvbpgufi4
Mike Daniels,GB,RE,87,30,Iowa,89,29,12,21,94,10,25,6,86,3,35,83,10,72,84,25,45,90,84,29,310,5/5/1989,2,7,28560000,25,6,10,93,10,76,12,75,45,84,91,6,22,29,73,1,12,72,6,21,45,91,5130,91,52,10,26,Right,14,13680000,45,10,6,89,45,74,11,45,,11539,p8n7uur4riirbign8sfu8coj4k
Trey Flowers,DET,RE,87,26,Arkansas,91,35,10,20,87,20,10,6,87,10,32,88,25,74,77,15,45,86,94,29,265,8/16/1993,10,4,41010000,48,6,25,89,10,90,12,77,45,85,88,6,25,52,91,1,12,76,6,30,45,90,7117,85,42,15,30,Right,14,48990000,45,25,6,85,45,77,25,45,,2538,34j5jhffho6681glbrpi3g29t4
Kendall Fuller,KC,CB,87,24,Virginia Tech,86,27,60,10,67,70,58,6,80,16,68,92,63,71,37,61,17,69,84,86,198,2/13/1995,11,3,2700000,28,6,78,91,26,23,17,90,33,87,80,6,90,29,30,1,27,58,6,17,33,50,8013,88,63,57,18,Right,12,0,10,80,6,61,34,90,67,34,,17668,a474dijgjurm08abcup1ghkn1g
Akiem Hicks,CHI,LE,87,29,Regina,95,26,10,19,93,27,15,6,88,8,30,81,10,77,69,15,45,86,94,29,336,11/16/1989,4,7,45100000,38,6,10,96,15,96,12,64,45,81,73,6,24,35,88,1,15,80,6,25,45,89,5230,95,35,13,25,Right,14,8400000,45,15,6,91,45,68,10,45,,11541,ioa2gsvn3vm84bbq2hk3lmu1p0
Justin Houston,IND,RE,87,30,Georgia,90,36,10,26,85,10,15,6,86,5,46,87,25,75,76,20,45,87,88,65,258,1/21/1989,5,8,5000000,40,6,25,92,15,99,12,82,45,77,80,6,55,10,87,1,25,89,6,16,45,86,4390,91,40,10,37,Right,14,18000000,45,24,6,84,45,83,15,45,,10703,5hlrv1npkb7c7vrg15525fjl3c
Grady Jarrett,ATL,DT,87,26,Clemson,90,26,10,37,89,15,15,6,85,7,30,84,10,72,67,15,45,85,84,29,305,4/28/1993,3,4,15210000,20,6,10,92,15,97,12,70,45,81,82,6,25,35,87,1,15,86,6,25,45,87,7185,88,40,10,25,Right,18,0,45,15,6,90,45,71,12,45,,2549,9pq0c1t87tu3uemua87p16ktck
Alshon Jeffery,PHI,WR,87,29,South Carolina,88,40,20,37,79,89,93,25,30,87,89,86,83,75,10,97,58,35,87,22,218,2/14/1990,83,7,38250000,65,34,77,30,87,17,30,89,37,92,97,30,19,84,10,1,90,15,29,18,30,57,5267,90,81,74,18,Left,28,12420000,45,15,25,54,34,88,64,25,,11258,ddubmd6kkclldvglgfqpjqhms8
David Johnson,ARI,HB,87,27,Northern Iowa,89,25,83,42,79,89,74,10,35,72,70,92,82,73,15,72,40,25,87,15,224,12/16/1991,65,4,28880000,86,25,93,15,80,31,26,92,32,95,90,10,10,86,15,1,72,15,20,17,30,40,7190,95,86,86,20,Right,21,12160000,58,15,15,12,34,90,84,24,,2406,6ku2sumg29n212uem9f9mvnnfg
Ryan Kerrigan,WAS,LOLB,87,31,Purdue,95,37,10,28,86,10,15,6,87,5,62,86,10,76,82,15,45,85,99,55,259,8/16/1988,5,8,48540000,25,6,10,91,15,91,12,80,45,69,85,6,45,10,88,1,15,87,6,30,45,88,4410,99,45,10,35,Right,13,16000000,45,20,6,80,45,79,15,45,,10695,ngfsv8r27j2h9kibv5jgd4p6es
Marshon Lattimore,NO,CB,87,23,Ohio State,82,22,70,15,72,74,60,6,73,24,72,94,73,72,44,72,35,68,84,84,192,5/20/1996,17,2,6050000,23,6,80,80,34,23,17,93,35,91,71,6,89,33,32,1,20,69,6,25,35,55,8632,89,61,67,30,Right,10,9320000,35,86,6,52,35,91,77,35,,12528,jpio3jabbg3eobrlaaj7kc0i50
Tyler Lockett,SEA,WR,87,26,Kansas State,92,30,96,25,50,95,86,6,30,87,92,92,88,70,10,83,51,25,86,25,182,9/28/1992,88,4,23660000,38,15,96,15,84,16,27,93,34,85,76,10,10,38,10,1,77,12,10,25,17,45,7214,93,73,86,30,Right,23,9200000,30,10,6,25,29,97,93,15,,2448,p7af2kj3qshb1srk5scif1so7g
Tyrann Mathieu,KC,SS,87,27,LSU,86,35,84,15,61,88,55,19,82,25,81,92,85,69,69,66,35,74,84,83,185,5/13/1992,20,6,15800000,35,26,90,83,35,32,33,90,35,86,85,27,85,55,41,1,25,84,20,22,35,60,5964,92,68,77,25,Right,25,26190000,35,87,17,59,35,92,86,35,,11892,1a1id1p7h5c3ahgl2ug6fvabrc
C.J. Mosley,NYJ,MLB,87,27,Alabama,91,25,10,28,75,57,57,6,88,5,73,89,40,74,57,60,45,93,86,76,250,6/19/1992,5,5,43000000,38,6,46,93,15,57,12,85,45,86,87,6,66,45,63,1,25,89,6,20,45,88,6648,97,66,32,20,Left,10,42000000,45,49,6,75,45,88,47,45,,12362,h4b32d93m8l2gaon9a5vcqbfb8
Quenton Nelson,IND,LG,87,23,Notre Dame,82,27,10,88,97,16,10,6,36,10,19,78,10,77,10,12,86,34,97,10,329,3/19/1996,10,1,8440000,33,6,12,18,10,56,12,65,88,67,91,6,9,10,10,1,12,28,6,15,86,92,9002,91,27,11,21,Right,15,15440000,84,10,6,27,85,68,11,82,,13081,0p8r5o6tbroqlvodccsnq9aj9s
Jason Peters,PHI,LT,87,37,Arkansas,90,10,10,89,95,10,10,6,39,5,58,73,10,76,10,12,87,48,86,12,328,1/22/1982,5,15,3170000,10,6,10,25,10,71,12,67,87,70,91,6,18,10,10,1,12,24,6,6,90,89,2389,88,40,9,13,Right,15,5500000,88,10,6,43,89,62,17,86,,27021,grcqpa08uoil40hms43v6f80d4
Brandon Scherff,WAS,RG,87,27,Iowa,86,30,10,92,92,10,15,6,22,5,35,80,10,77,10,15,90,32,85,15,319,12/26/1991,5,4,12530000,25,6,10,18,15,75,12,71,87,81,94,6,10,30,10,1,15,25,6,25,86,89,7311,88,40,9,25,Right,13,0,85,10,6,26,92,73,15,83,,2497,9cduq9lr6s3emn57cokoln0c4s
Aqib Talib,LAR,CB,87,33,Kansas,85,40,67,18,70,87,62,6,77,45,81,91,80,73,57,80,35,59,87,87,205,2/13/1986,38,11,19000000,40,6,88,87,55,21,17,87,35,96,85,6,91,30,47,1,55,67,6,25,35,58,2903,94,74,67,25,Right,16,0,35,91,6,62,35,91,77,35,,28387,582rack5anpkt4l7u9bm9vvn8c
Justin Tucker,BAL,K,87,29,Texas,71,26,10,12,40,10,27,20,15,17,52,83,10,73,10,68,12,13,95,12,180,11/21/1989,13,7,11550000,10,35,10,10,22,9,15,75,12,36,62,20,12,10,10,1,12,12,30,98,17,12,6131,85,35,5,98,Right,26,13600000,17,10,25,13,12,65,15,17,,11814,jc7c7htthg181jen3is2rejrf8
Robert Woods,LAR,WR,87,27,USC,94,34,78,33,60,87,89,15,41,89,95,88,78,72,10,89,61,39,94,21,193,4/10/1992,87,6,30000000,53,28,85,22,88,17,22,91,36,89,79,22,18,58,10,1,83,15,24,22,30,53,6180,93,79,78,25,Right,20,5020000,45,40,20,40,33,88,77,29,,521,ombmfpral9ngttjde5o93s4fs4
Jurrell Casey,TEN,RE,86,29,USC,93,15,10,19,92,21,15,6,84,8,27,80,10,73,72,15,45,89,94,28,284,12/5/1989,4,8,65730000,24,6,10,92,15,99,12,71,45,65,76,6,22,29,90,1,15,86,6,14,45,89,4347,92,40,10,15,Right,17,12840000,45,12,6,83,45,70,20,45,,10725,4ormne5l42fnj8t4a9gu3f4ubo
Eric Ebron,IND,TE,86,26,North Carolina,89,43,15,53,73,83,86,26,69,76,86,89,75,76,67,88,53,54,90,24,253,4/10/1993,71,5,13000000,73,31,82,29,78,85,24,87,51,85,86,31,10,77,55,1,75,12,24,19,62,68,6400,87,77,77,24,Right,25,500000,63,10,19,57,50,85,75,58,,10855,t6v3o60ka1fplefitma0e1gero
Leighton Vander Esch,DAL,ROLB,86,23,Boise State,82,33,10,22,78,47,41,6,91,10,61,91,39,76,52,36,45,87,87,73,256,2/8/1996,7,1,5160000,49,6,55,84,15,55,12,86,45,92,93,6,68,37,63,1,16,81,6,15,45,82,9092,89,56,32,19,Right,14,6680000,45,46,6,82,45,89,40,45,,13139,oqmd58gg4um2dc7k0oamdd6ddh6lr23h9ltp6qa9t0vu6675dkc0
Johnny Hekker,LAR,P,86,29,Oregon State,72,67,10,16,56,15,18,29,35,15,39,80,10,77,10,43,29,25,94,15,241,2/8/1990,15,7,16354715,15,63,10,20,15,6,27,69,16,72,68,40,15,10,10,1,15,21,53,97,15,22,5860,84,40,15,97,Right,38,3350000,25,10,43,17,16,65,25,13,,11695,cbsnfhdcrnukbie9kb7l8ss3qg
Hunter Henry,LAC,TE,86,24,Arkansas,85,28,18,58,75,78,83,6,43,76,86,89,54,77,17,86,77,42,89,21,250,12/7/1994,71,3,3240000,77,15,69,22,80,86,15,84,76,82,93,10,14,66,17,1,71,27,10,19,59,73,8046,91,75,55,21,Right,10,3140000,60,17,6,46,72,80,54,58,,17643,t279fbei77v47srndas6uujdmg
Cameron Heyward,PIT,RE,86,30,Ohio State,95,21,10,17,93,29,10,6,84,3,25,80,10,77,63,12,45,87,89,29,295,5/6/1989,2,8,34950000,36,6,10,95,10,97,12,72,45,65,88,6,22,45,89,1,12,87,6,11,45,87,4384,88,39,11,12,Right,18,24310000,45,10,6,86,45,70,21,45,,10698,m5jglg5j8gbnf28h30msfe262g
Danielle Hunter,MIN,LE,86,24,LSU,91,15,10,14,81,35,10,6,87,3,36,90,55,77,87,12,45,83,90,42,252,10/29/1994,2,4,58910000,44,6,40,87,10,99,12,88,45,88,81,6,25,28,74,1,12,74,6,11,45,84,7179,86,46,24,15,Right,12,15660000,45,10,6,84,45,85,34,45,,2540,bbuj3boufhqj5lsu19moh58a94
Micah Hyde,BUF,FS,86,28,Iowa,90,30,83,12,58,82,48,6,81,23,73,89,74,72,49,64,35,71,93,89,197,12/31/1990,18,6,22000000,33,6,84,87,33,23,14,88,35,83,69,6,81,45,36,1,25,45,6,48,35,57,6261,90,74,59,56,Right,25,8900000,35,83,6,55,35,90,74,35,,11903,u33ufjm6blcung1nt8cagsd2vg
